model_id,alternative_name,category,split,quality,sysml_path,source_text_path,likert_score,similarity_percent,source_structure_score,source_behavior_score,source_data_score,token_recall_percent,readiness_percent,readiness_band,l1_structural_score,l2_behavioral_score,l3_property_score,observability_score,repair_score,sequence_validity,tradespace_score,recommendation,source_keys
1795,sysml_model_1795,industrial,agent,B,data/001795/001795.sysml,data/001795/001795.txt,3,64.2,90.6,39.1,45.9,66.1,90.6,SENTINEL-Ready,100.0,75.8,87.7,100.0,97.6,99.7%,84.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1796,sysml_model_1796,electronics,agent,B,data/001796/001796.sysml,data/001796/001796.txt,3,48.8,63.2,41.9,25.5,50.7,89.6,SENTINEL-Ready,95.0,76.3,88.2,100.0,97.3,99.3%,79.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1797,sysml_model_1797,aerospace,agent,B,data/001797/001797.sysml,data/001797/001797.txt,4,68.8,85.8,59.8,44.5,70.1,88.8,SENTINEL-Ready,95.0,77.1,85.8,98.0,96.7,99.3%,83.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1798,sysml_model_1798,automotive,agent,B,data/001798/001798.sysml,data/001798/001798.txt,4,76.5,88.6,71.2,52.2,80.5,91.2,SENTINEL-Ready,100.0,78.5,87.3,100.0,97.7,100.0%,87.5,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1799,sysml_model_1799,industrial,agent,B,data/001799/001799.sysml,data/001799/001799.txt,3,60,67.9,47.2,57.9,64.3,92.6,SENTINEL-Ready,100.0,87.5,83.7,100.0,98.1,99.8%,84.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1800,sysml_model_1800,aerospace,agent,B,data/001800/001800.sysml,data/001800/001800.txt,4,81.3,90.8,68.1,77.4,84.7,90.9,SENTINEL-Ready,100.0,77.7,86.7,100.0,97.6,100.0%,88.5,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1801,sysml_model_1801,industrial,agent,B,data/001801/001801.sysml,data/001801/001801.txt,3,64.6,80,56.2,36.3,69.8,84.0,Simulation-Ready,100.0,66.7,75.3,94.0,94.6,99.6%,79.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1802,sysml_model_1802,medical,agent,B,data/001802/001802.sysml,data/001802/001802.txt,4,80.8,94.3,67.5,66.5,85.3,92.5,SENTINEL-Ready,100.0,85.7,86.6,98.0,97.6,100.0%,89.6,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1803,sysml_model_1803,automotive,agent,B,data/001803/001803.sysml,data/001803/001803.txt,3,61.2,87.9,29.1,59.1,59.9,90.8,SENTINEL-Ready,100.0,78.2,87.4,98.0,97.2,99.6%,83.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1804,sysml_model_1804,industrial,agent,B,data/001804/001804.sysml,data/001804/001804.txt,3,65.8,89.2,40.5,54.5,67.8,85.4,SENTINEL-Ready,90.0,75.0,85.3,93.5,88.1,100.0%,80.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1805,sysml_model_1805,industrial,agent,B,data/001805/001805.sysml,data/001805/001805.txt,3,62.3,90,40,31.9,66.8,93.0,SENTINEL-Ready,100.0,85.4,90.3,100.0,91.4,99.4%,85.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1806,sysml_model_1806,industrial,agent,B,data/001806/001806.sysml,data/001806/001806.txt,4,75.1,90.4,63.5,57.6,77.3,91.4,SENTINEL-Ready,97.5,79.8,89.0,100.0,97.8,99.5%,87.3,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1807,sysml_model_1807,aerospace,agent,B,data/001807/001807.sysml,data/001807/001807.txt,4,71.2,87.1,63.6,42,75.7,87.5,SENTINEL-Ready,100.0,73.5,77.9,100.0,96.8,100.0%,83.4,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1808,sysml_model_1808,industrial,agent,B,data/001808/001808.sysml,data/001808/001808.txt,3,59.7,65.4,57.1,44.7,64,92.1,SENTINEL-Ready,100.0,84.5,86.6,97.5,97.4,99.6%,84.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1809,sysml_model_1809,industrial,agent,B,data/001809/001809.sysml,data/001809/001809.txt,3,54.9,76.9,38.9,29,57.9,86.9,SENTINEL-Ready,100.0,68.0,81.8,99.9,94.6,99.3%,78.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1810,sysml_model_1810,automotive,agent,B,data/001810/001810.sysml,data/001810/001810.txt,4,66.7,81.9,58.7,37.1,72.8,91.4,SENTINEL-Ready,100.0,79.7,86.7,100.0,97.8,100.0%,85.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1811,sysml_model_1811,automotive,agent,B,data/001811/001811.sysml,data/001811/001811.txt,3,63.6,90.4,45.8,44.8,57,86.0,SENTINEL-Ready,100.0,76.2,79.4,88.0,88.8,100.0%,80.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1812,sysml_model_1812,aerospace,agent,B,data/001812/001812.sysml,data/001812/001812.txt,3,58.6,78.7,31.1,58,60.9,95.8,SENTINEL-Ready,100.0,93.4,91.7,98.0,98.5,99.5%,86.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1813,sysml_model_1813,aerospace,agent,B,data/001813/001813.sysml,data/001813/001813.txt,3,56.2,67.7,46.1,39.4,61.4,89.9,SENTINEL-Ready,100.0,76.5,84.3,100.0,97.4,99.2%,81.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1814,sysml_model_1814,industrial,agent,B,data/001814/001814.sysml,data/001814/001814.txt,4,69.2,84,55.4,52.6,74,79.6,Simulation-Ready,95.0,60.5,74.4,90.0,85.8,100.0%,76.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1815,sysml_model_1815,medical,agent,B,data/001815/001815.sysml,data/001815/001815.txt,3,64.3,80.6,51.2,46,67.2,95.2,SENTINEL-Ready,100.0,84.9,96.6,99.9,98.7,99.5%,87.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1816,sysml_model_1816,medical,agent,B,data/001816/001816.sysml,data/001816/001816.txt,4,66.5,73.6,63.8,47.5,71.4,96.6,SENTINEL-Ready,100.0,96.9,90.0,100.0,99.1,99.7%,89.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1817,sysml_model_1817,energy,agent,B,data/001817/001817.sysml,data/001817/001817.txt,4,67.9,72.3,61.4,68.7,68.4,91.6,SENTINEL-Ready,100.0,80.0,87.3,100.0,97.8,100.0%,85.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1818,sysml_model_1818,energy,agent,B,data/001818/001818.sysml,data/001818/001818.txt,4,75.4,83.4,61.5,79.3,76.8,94.2,SENTINEL-Ready,100.0,91.3,91.0,99.9,86.5,99.5%,89.4,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1819,sysml_model_1819,unknown,agent,B,data/001819/001819.sysml,data/001819/001819.txt,4,68.1,81.1,61.7,46.1,70.7,87.3,SENTINEL-Ready,97.5,73.2,83.8,97.5,90.3,100.0%,82.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1820,sysml_model_1820,industrial,agent,B,data/001820/001820.sysml,data/001820/001820.txt,4,73,85.4,74.1,38.4,76.2,89.3,SENTINEL-Ready,100.0,73.5,84.9,100.0,97.2,100.0%,85.2,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1821,sysml_model_1821,energy,agent,B,data/001821/001821.sysml,data/001821/001821.txt,4,71,84.8,49,72.2,75,93.0,SENTINEL-Ready,100.0,78.6,94.0,100.0,98.2,99.8%,87.5,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1822,sysml_model_1822,industrial,agent,B,data/001822/001822.sysml,data/001822/001822.txt,4,74.7,93.7,59.4,46.5,82.3,90.0,SENTINEL-Ready,100.0,78.9,82.0,100.0,97.4,99.8%,86.1,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1823,sysml_model_1823,industrial,agent,B,data/001823/001823.sysml,data/001823/001823.txt,4,67.4,83.2,55.3,42.1,74.2,95.9,SENTINEL-Ready,100.0,88.4,95.6,100.0,98.9,99.7%,88.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1824,sysml_model_1824,software,agent,B,data/001824/001824.sysml,data/001824/001824.txt,4,68.9,79,57.4,59.5,73.2,91.0,SENTINEL-Ready,100.0,76.5,88.5,100.0,97.7,100.0%,85.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1825,sysml_model_1825,industrial,agent,B,data/001825/001825.sysml,data/001825/001825.txt,4,77.9,90.6,72,51.2,83.1,88.2,SENTINEL-Ready,100.0,81.3,72.6,100.0,96.9,99.5%,85.6,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1826,sysml_model_1826,automotive,agent,B,data/001826/001826.sysml,data/001826/001826.txt,4,68.1,85.1,58.1,43.7,70.3,85.9,SENTINEL-Ready,100.0,79.3,74.8,86.5,93.6,100.0%,81.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1827,sysml_model_1827,industrial,agent,B,data/001827/001827.sysml,data/001827/001827.txt,2,38.1,48.6,26.5,29.8,41.2,86.7,SENTINEL-Ready,100.0,75.1,78.4,98.0,85.9,100.0%,74.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1828,sysml_model_1828,industrial,agent,B,data/001828/001828.sysml,data/001828/001828.txt,4,66.1,89.1,51.1,42.3,65,93.7,SENTINEL-Ready,97.5,92.0,85.8,100.0,98.4,100.0%,86.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1829,sysml_model_1829,medical,agent,B,data/001829/001829.sysml,data/001829/001829.txt,3,46.3,67.8,32.9,20.9,46.6,86.9,SENTINEL-Ready,100.0,77.5,78.2,94.0,88.5,100.0%,76.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1830,sysml_model_1830,energy,agent,B,data/001830/001830.sysml,data/001830/001830.txt,4,74.1,92.6,67.4,36.8,78.6,87.7,SENTINEL-Ready,100.0,77.3,74.7,100.0,96.8,100.0%,84.3,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1831,sysml_model_1831,industrial,agent,B,data/001831/001831.sysml,data/001831/001831.txt,3,60.5,80.9,40.5,43.6,64.2,92.8,SENTINEL-Ready,100.0,85.6,86.3,100.0,98.1,98.8%,84.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1832,sysml_model_1832,industrial,agent,B,data/001832/001832.sysml,data/001832/001832.txt,4,76.5,91.4,64.7,53.5,82.9,78.6,Simulation-Ready,100.0,54.9,72.5,86.0,88.2,100.0%,78.1,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1833,sysml_model_1833,unknown,agent,B,data/001833/001833.sysml,data/001833/001833.txt,3,58.5,72.7,41.7,48.6,63.1,87.3,SENTINEL-Ready,100.0,75.7,80.3,92.0,95.1,99.6%,80.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1834,sysml_model_1834,automotive,agent,B,data/001834/001834.sysml,data/001834/001834.txt,3,59.2,62.2,52.7,56.7,63.5,87.3,SENTINEL-Ready,100.0,67.0,85.0,98.0,96.3,100.0%,80.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1835,sysml_model_1835,energy,agent,B,data/001835/001835.sysml,data/001835/001835.txt,2,45.1,66.2,21,31.9,50.2,81.5,Simulation-Ready,100.0,63.1,75.0,89.9,84.6,99.6%,72.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1836,sysml_model_1836,industrial,agent,B,data/001836/001836.sysml,data/001836/001836.txt,4,71.9,89.5,55.5,56.5,74.7,92.0,SENTINEL-Ready,100.0,77.3,91.6,100.0,97.9,99.5%,87.0,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1837,sysml_model_1837,industrial,agent,A,data/001837/001837.sysml,data/001837/001837.txt,3,63.3,80.2,43,53.5,68.1,97.6,SENTINEL-Ready,100.0,93.9,96.6,100.0,99.4,99.8%,89.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1838,sysml_model_1838,aerospace,agent,B,data/001838/001838.sysml,data/001838/001838.txt,3,62.4,80.8,52.2,34.6,65,79.9,Simulation-Ready,90.0,73.7,80.7,75.0,76.0,100.0%,75.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1839,sysml_model_1839,industrial,agent,B,data/001839/001839.sysml,data/001839/001839.txt,3,65.8,88.8,54.1,33.9,66.2,83.8,Simulation-Ready,95.0,72.4,78.4,92.0,85.6,99.6%,79.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1840,sysml_model_1840,industrial,agent,B,data/001840/001840.sysml,data/001840/001840.txt,4,78.7,90.4,72.9,53.4,84.5,90.9,SENTINEL-Ready,100.0,85.4,79.3,100.0,97.6,99.2%,87.8,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1841,sysml_model_1841,industrial,agent,B,data/001841/001841.sysml,data/001841/001841.txt,3,61.6,71.9,56.9,43.5,63.5,76.7,Simulation-Ready,100.0,53.5,66.5,84.0,90.7,99.6%,73.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1842,sysml_model_1842,electronics,agent,B,data/001842/001842.sysml,data/001842/001842.txt,3,63,73,51.8,53.5,67.3,88.2,SENTINEL-Ready,100.0,77.5,85.8,92.5,85.2,100.0%,81.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1843,sysml_model_1843,automotive,agent,B,data/001843/001843.sysml,data/001843/001843.txt,4,76.1,95,66.5,51.9,75,77.6,Simulation-Ready,100.0,56.1,64.7,88.0,91.7,100.0%,77.3,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1844,sysml_model_1844,electronics,agent,B,data/001844/001844.sysml,data/001844/001844.txt,2,43.6,18,61,68.2,45.2,85.2,SENTINEL-Ready,100.0,71.7,76.9,94.0,89.8,100.0%,74.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1845,sysml_model_1845,industrial,agent,B,data/001845/001845.sysml,data/001845/001845.txt,3,58.2,83.3,37.9,36.4,58.9,84.6,Simulation-Ready,100.0,65.3,75.4,100.0,94.3,99.6%,77.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1846,sysml_model_1846,electronics,agent,B,data/001846/001846.sysml,data/001846/001846.txt,3,59.5,83.3,32.2,54.1,59.2,88.0,SENTINEL-Ready,85.0,78.9,90.8,100.0,93.5,99.1%,80.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1847,sysml_model_1847,industrial,agent,B,data/001847/001847.sysml,data/001847/001847.txt,4,72,82.8,64.9,52.9,76.6,96.7,SENTINEL-Ready,100.0,93.8,93.3,100.0,99.1,99.4%,90.5,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
