model_id,alternative_name,category,split,quality,sysml_path,source_text_path,likert_score,similarity_percent,source_structure_score,source_behavior_score,source_data_score,token_recall_percent,readiness_percent,readiness_band,l1_structural_score,l2_behavioral_score,l3_property_score,observability_score,repair_score,sequence_validity,tradespace_score,recommendation,source_keys
441,sysml_model_0441,medical,agent,B,data/000441/000441.sysml,data/000441/000441.txt,3,64.2,63.9,55.5,73.3,68.5,96.0,SENTINEL-Ready,100.0,96.8,87.8,100.0,99.0,99.7%,88.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
442,sysml_model_0442,medical,agent,B,data/000442/000442.sysml,data/000442/000442.txt,3,66,91.4,36.1,56.7,68.8,92.8,SENTINEL-Ready,100.0,80.2,91.7,100.0,98.1,99.7%,86.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
443,sysml_model_0443,medical,agent,B,data/000443/000443.sysml,data/000443/000443.txt,4,68.2,91.3,47.7,54.3,66.7,93.4,SENTINEL-Ready,97.5,84.9,93.3,99.9,94.9,99.6%,87.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
444,sysml_model_0444,medical,agent,B,data/000444/000444.sysml,data/000444/000444.txt,3,55.1,58.3,58.5,33.9,60.1,87.9,SENTINEL-Ready,100.0,76.7,78.8,96.0,96.0,99.6%,79.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
445,sysml_model_0445,industrial,agent,B,data/000445/000445.sysml,data/000445/000445.txt,3,63.1,80.1,46.7,44.7,68.9,92.0,SENTINEL-Ready,100.0,80.3,88.6,100.0,97.9,100.0%,84.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
446,sysml_model_0446,medical,agent,B,data/000446/000446.sysml,data/000446/000446.txt,4,66.1,85,42.5,57.7,70.6,86.5,SENTINEL-Ready,95.0,81.6,75.4,98.0,87.6,99.5%,81.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
447,sysml_model_0447,medical,agent,B,data/000447/000447.sysml,data/000447/000447.txt,3,63.8,85.5,52.9,30.4,66,94.5,SENTINEL-Ready,100.0,94.4,84.0,100.0,98.6,100.0%,86.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
448,sysml_model_0448,medical,agent,B,data/000448/000448.sysml,data/000448/000448.txt,3,59.8,80.2,38.1,48.9,61.8,91.0,SENTINEL-Ready,100.0,82.2,82.7,100.0,97.7,99.4%,83.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
449,sysml_model_0449,medical,agent,B,data/000449/000449.sysml,data/000449/000449.txt,4,80.1,83.8,76.8,71.6,84,90.2,SENTINEL-Ready,100.0,84.1,78.4,100.0,95.7,100.0%,87.6,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
450,sysml_model_0450,medical,agent,B,data/000450/000450.sysml,data/000450/000450.txt,4,67,84.8,55.3,44.9,68.7,95.5,SENTINEL-Ready,100.0,93.1,89.3,100.0,98.8,99.8%,88.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
451,sysml_model_0451,medical,agent,B,data/000451/000451.sysml,data/000451/000451.txt,3,59.6,79.9,40.6,44.3,61.5,92.6,SENTINEL-Ready,100.0,82.2,91.6,96.0,97.3,100.0%,84.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
452,sysml_model_0452,medical,agent,B,data/000452/000452.sysml,data/000452/000452.txt,2,42.3,50.8,27.9,44.8,44.6,95.9,SENTINEL-Ready,100.0,93.6,90.5,100.0,98.9,100.0%,82.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
453,sysml_model_0453,medical,agent,B,data/000453/000453.sysml,data/000453/000453.txt,3,63.6,93.7,40.3,45.4,58,89.4,SENTINEL-Ready,100.0,78.7,85.3,92.5,95.7,99.5%,83.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
454,sysml_model_0454,electronics,agent,B,data/000454/000454.sysml,data/000454/000454.txt,4,71,87.9,62.1,40.9,75.7,90.1,SENTINEL-Ready,100.0,74.9,86.6,100.0,97.4,100.0%,85.3,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
455,sysml_model_0455,medical,agent,A,data/000455/000455.sysml,data/000455/000455.txt,3,62.9,83.2,44.4,42.5,67.2,97.4,SENTINEL-Ready,100.0,96.8,93.3,100.0,99.3,99.6%,88.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
456,sysml_model_0456,medical,agent,B,data/000456/000456.sysml,data/000456/000456.txt,3,65.7,65.9,72.8,46.6,69.5,82.1,Simulation-Ready,100.0,73.2,73.5,76.0,90.4,100.0%,78.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
457,sysml_model_0457,medical,agent,B,data/000457/000457.sysml,data/000457/000457.txt,3,58.5,66.3,56.9,36.3,63.1,92.4,SENTINEL-Ready,100.0,89.0,82.1,100.0,96.1,100.0%,83.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
458,sysml_model_0458,medical,agent,B,data/000458/000458.sysml,data/000458/000458.txt,4,70.3,81.5,61.8,52.4,75.3,90.0,SENTINEL-Ready,100.0,77.3,84.9,98.0,97.0,99.6%,85.0,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
459,sysml_model_0459,medical,agent,B,data/000459/000459.sysml,data/000459/000459.txt,3,64.6,81.4,47.7,54.1,66,92.4,SENTINEL-Ready,100.0,85.2,89.2,94.0,96.8,99.4%,85.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
460,sysml_model_0460,medical,agent,B,data/000460/000460.sysml,data/000460/000460.txt,4,66,74.5,53.8,61.4,70.5,94.3,SENTINEL-Ready,100.0,91.2,86.6,99.9,98.5,99.7%,87.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
461,sysml_model_0461,medical,agent,B,data/000461/000461.sysml,data/000461/000461.txt,4,70.5,84.2,52.7,65.3,74,92.9,SENTINEL-Ready,100.0,82.6,89.9,100.0,98.2,99.6%,87.3,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
462,sysml_model_0462,medical,agent,B,data/000462/000462.sysml,data/000462/000462.txt,3,54,73.3,35.2,36.8,58.2,96.7,SENTINEL-Ready,100.0,93.9,93.3,100.0,99.1,99.6%,86.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
463,sysml_model_0463,electronics,agent,B,data/000463/000463.sysml,data/000463/000463.txt,4,70.5,85.8,55.5,55.6,74.8,95.1,SENTINEL-Ready,100.0,87.0,94.0,100.0,98.7,99.8%,88.9,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
464,sysml_model_0464,medical,agent,B,data/000464/000464.sysml,data/000464/000464.txt,3,65.2,74.5,62.8,43.7,68.5,88.0,SENTINEL-Ready,100.0,84.4,75.6,90.0,94.8,100.0%,82.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
465,sysml_model_0465,medical,agent,B,data/000465/000465.sysml,data/000465/000465.txt,4,69.1,85.2,44.1,68.2,74.4,92.7,SENTINEL-Ready,100.0,89.7,82.1,100.0,98.1,100.0%,86.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
466,sysml_model_0466,medical,agent,B,data/000466/000466.sysml,data/000466/000466.txt,4,77.1,85.7,72.7,58.3,81.7,84.3,Simulation-Ready,100.0,74.2,68.9,94.0,94.7,99.5%,82.5,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
467,sysml_model_0467,medical,agent,B,data/000467/000467.sysml,data/000467/000467.txt,3,64.6,77,53.2,47.7,70.3,92.2,SENTINEL-Ready,100.0,81.4,88.2,100.0,98.0,99.4%,85.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
468,sysml_model_0468,medical,agent,B,data/000468/000468.sysml,data/000468/000468.txt,3,65.4,76.3,55.6,56.7,66.4,95.7,SENTINEL-Ready,100.0,92.6,90.5,100.0,98.9,99.5%,88.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
469,sysml_model_0469,medical,agent,B,data/000469/000469.sysml,data/000469/000469.txt,3,48.8,63.3,37,32.8,51.5,90.5,SENTINEL-Ready,100.0,77.9,85.2,100.0,97.5,99.7%,80.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
470,sysml_model_0470,medical,agent,B,data/000470/000470.sysml,data/000470/000470.txt,3,62.6,67.2,61.4,51,64.9,97.0,SENTINEL-Ready,100.0,95.0,93.3,100.0,99.2,99.4%,88.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
471,sysml_model_0471,medical,agent,B,data/000471/000471.sysml,data/000471/000471.txt,3,63.6,76.5,52.7,45.2,69,97.7,SENTINEL-Ready,100.0,97.7,93.3,99.8,99.4,99.3%,89.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
472,sysml_model_0472,medical,agent,B,data/000472/000472.sysml,data/000472/000472.txt,3,60.4,72.9,45.1,53.6,63.8,94.1,SENTINEL-Ready,100.0,87.7,90.5,100.0,95.0,99.3%,85.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
473,sysml_model_0473,medical,agent,B,data/000473/000473.sysml,data/000473/000473.txt,4,67.5,80.5,60.2,45.3,71.2,95.1,SENTINEL-Ready,100.0,95.6,85.2,100.0,98.7,99.6%,88.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
474,sysml_model_0474,medical,agent,B,data/000474/000474.sysml,data/000474/000474.txt,3,56.5,72,41.6,44.4,58.8,95.5,SENTINEL-Ready,100.0,90.0,94.0,100.0,95.4,99.8%,85.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
475,sysml_model_0475,medical,agent,B,data/000475/000475.sysml,data/000475/000475.txt,4,72.7,93.5,63.9,34.5,76.8,79.7,Simulation-Ready,100.0,63.9,62.4,92.0,93.1,100.0%,78.0,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
476,sysml_model_0476,medical,agent,B,data/000476/000476.sysml,data/000476/000476.txt,3,64.5,89.1,41,41.2,70.3,88.2,SENTINEL-Ready,95.0,76.3,82.7,100.0,96.9,99.6%,82.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
477,sysml_model_0477,medical,agent,B,data/000477/000477.sysml,data/000477/000477.txt,3,64.6,75.5,59.2,48.9,64.9,96.3,SENTINEL-Ready,100.0,95.6,89.9,100.0,99.0,99.7%,88.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
478,sysml_model_0478,medical,agent,B,data/000478/000478.sysml,data/000478/000478.txt,3,62.5,80.2,43.8,48.4,67,86.2,SENTINEL-Ready,90.0,77.4,86.6,99.9,77.7,99.6%,80.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
479,sysml_model_0479,medical,agent,B,data/000479/000479.sysml,data/000479/000479.txt,4,76.6,88.3,69.3,57.9,79.8,94.9,SENTINEL-Ready,100.0,86.9,93.3,100.0,98.7,99.2%,90.3,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
480,sysml_model_0480,medical,agent,B,data/000480/000480.sysml,data/000480/000480.txt,3,61.6,82.1,39.8,49.7,64,88.1,SENTINEL-Ready,100.0,84.0,79.3,90.0,88.1,99.4%,81.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
481,sysml_model_0481,medical,agent,B,data/000481/000481.sysml,data/000481/000481.txt,4,69,90.7,50.4,45.8,73.5,96.4,SENTINEL-Ready,100.0,94.9,93.3,99.9,93.9,99.7%,89.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
482,sysml_model_0482,medical,agent,B,data/000482/000482.sysml,data/000482/000482.txt,3,60.6,80.9,36.7,48,66.3,92.8,SENTINEL-Ready,100.0,81.3,90.5,100.0,98.1,99.8%,84.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
483,sysml_model_0483,industrial,agent,B,data/000483/000483.sysml,data/000483/000483.txt,4,68.7,72.6,73.6,45.6,72.5,88.4,SENTINEL-Ready,100.0,79.9,78.4,99.9,88.4,99.6%,83.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
484,sysml_model_0484,medical,agent,B,data/000484/000484.sysml,data/000484/000484.txt,4,67.6,77.3,55,64.1,70.3,94.3,SENTINEL-Ready,100.0,92.0,85.8,100.0,98.5,99.8%,87.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
485,sysml_model_0485,medical,agent,B,data/000485/000485.sysml,data/000485/000485.txt,4,69.4,90,59.8,32.7,73.9,88.7,SENTINEL-Ready,100.0,78.0,79.5,98.0,96.7,100.0%,83.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
486,sysml_model_0486,medical,agent,B,data/000486/000486.sysml,data/000486/000486.txt,3,62.7,81,44.8,49.7,64.6,92.3,SENTINEL-Ready,95.0,82.2,94.0,98.0,97.6,100.0%,84.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
487,sysml_model_0487,medical,agent,B,data/000487/000487.sysml,data/000487/000487.txt,4,69.9,88.1,58.7,48.1,70.4,97.0,SENTINEL-Ready,100.0,96.9,91.6,100.0,99.2,99.6%,90.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
488,sysml_model_0488,medical,agent,A,data/000488/000488.sysml,data/000488/000488.txt,3,54.8,66.7,36.9,48.7,61.3,89.2,SENTINEL-Ready,100.0,72.8,85.2,100.0,97.2,99.3%,80.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
489,sysml_model_0489,medical,agent,B,data/000489/000489.sysml,data/000489/000489.txt,3,59.1,69.5,52.2,46.8,59.6,94.7,SENTINEL-Ready,95.0,93.8,94.0,100.0,90.1,99.5%,85.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
490,sysml_model_0490,medical,agent,B,data/000490/000490.sysml,data/000490/000490.txt,4,72.8,92.7,50.2,59.7,77.6,87.7,SENTINEL-Ready,100.0,66.1,85.8,100.0,96.8,99.7%,83.9,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
491,sysml_model_0491,medical,agent,B,data/000491/000491.sysml,data/000491/000491.txt,3,55.3,60,49.8,45.7,60.9,92.1,SENTINEL-Ready,100.0,89.5,79.6,100.0,97.9,100.0%,82.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
492,sysml_model_0492,electronics,agent,B,data/000492/000492.sysml,data/000492/000492.txt,3,65.9,73.4,50.9,71.1,68.5,94.7,SENTINEL-Ready,100.0,91.1,88.2,100.0,98.6,99.7%,87.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
493,sysml_model_0493,medical,agent,B,data/000493/000493.sysml,data/000493/000493.txt,4,77.9,81,87.9,48.1,81.5,86.4,SENTINEL-Ready,100.0,66.5,80.7,100.0,96.5,100.0%,84.3,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
494,sysml_model_0494,medical,agent,B,data/000494/000494.sysml,data/000494/000494.txt,4,67.8,86.5,56.1,37.2,73.5,85.7,SENTINEL-Ready,100.0,79.3,70.9,92.0,92.9,100.0%,81.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
495,sysml_model_0495,medical,agent,A,data/000495/000495.sysml,data/000495/000495.txt,4,76.1,95.9,65.5,50,76,94.0,SENTINEL-Ready,100.0,83.5,93.3,100.0,98.4,99.8%,89.5,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
496,sysml_model_0496,medical,agent,A,data/000496/000496.sysml,data/000496/000496.txt,3,62.1,82.7,40.9,45.7,66.6,94.9,SENTINEL-Ready,100.0,90.6,89.3,100.0,98.7,99.8%,86.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
497,sysml_model_0497,medical,agent,B,data/000497/000497.sysml,data/000497/000497.txt,3,56.5,64.5,47.3,52.4,58.2,94.1,SENTINEL-Ready,100.0,85.4,91.6,100.0,98.5,99.6%,84.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
498,sysml_model_0498,medical,agent,B,data/000498/000498.sysml,data/000498/000498.txt,4,76.3,85.8,64.1,70.2,80.4,94.9,SENTINEL-Ready,100.0,87.0,93.3,100.0,98.7,100.0%,90.3,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
499,sysml_model_0499,medical,agent,B,data/000499/000499.sysml,data/000499/000499.txt,4,76.1,92.3,67.1,48,80.7,97.4,SENTINEL-Ready,100.0,96.7,93.3,100.0,99.3,99.4%,92.1,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
500,sysml_model_0500,medical,agent,B,data/000500/000500.sysml,data/000500/000500.txt,4,70,87.7,51.6,61.1,70.7,97.6,SENTINEL-Ready,100.0,96.8,94.0,100.0,99.4,99.8%,90.7,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
501,sysml_model_0501,medical,agent,B,data/000501/000501.sysml,data/000501/000501.txt,3,60.4,77.8,51.6,40.5,58.2,92.4,SENTINEL-Ready,100.0,85.2,86.8,100.0,94.6,100.0%,84.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
502,sysml_model_0502,automotive,agent,B,data/000502/000502.sysml,data/000502/000502.txt,3,47.1,63,28.7,38.7,50.2,92.0,SENTINEL-Ready,100.0,89.5,81.1,97.5,97.4,99.6%,80.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
503,sysml_model_0503,medical,agent,B,data/000503/000503.sysml,data/000503/000503.txt,3,59.9,73.8,49.4,53.2,55.8,96.1,SENTINEL-Ready,97.5,93.9,94.0,100.0,97.3,99.7%,87.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
504,sysml_model_0504,medical,agent,B,data/000504/000504.sysml,data/000504/000504.txt,4,70.2,87.8,60.2,38.7,76.1,92.5,SENTINEL-Ready,100.0,85.8,86.6,100.0,94.7,99.7%,86.9,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
505,sysml_model_0505,medical,agent,B,data/000505/000505.sysml,data/000505/000505.txt,4,74.8,78.5,66.1,73,80.4,91.0,SENTINEL-Ready,100.0,76.7,88.2,100.0,97.7,100.0%,86.9,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
506,sysml_model_0506,medical,agent,B,data/000506/000506.sysml,data/000506/000506.txt,3,64.3,80.4,48.9,49.8,67.6,94.5,SENTINEL-Ready,100.0,85.4,93.3,100.0,98.6,99.4%,86.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
507,sysml_model_0507,medical,agent,B,data/000507/000507.sysml,data/000507/000507.txt,3,54.8,78.1,35.1,30.9,58.8,88.4,SENTINEL-Ready,100.0,75.6,79.1,100.0,97.0,99.8%,80.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
508,sysml_model_0508,medical,agent,B,data/000508/000508.sysml,data/000508/000508.txt,4,75.3,86.7,72.5,55.3,74.9,96.2,SENTINEL-Ready,100.0,94.7,90.5,100.0,99.0,99.7%,91.0,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
509,sysml_model_0509,medical,agent,B,data/000509/000509.sysml,data/000509/000509.txt,3,64,83.6,53.7,33.5,66.8,87.6,SENTINEL-Ready,100.0,80.9,72.9,100.0,91.7,100.0%,81.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
510,sysml_model_0510,medical,agent,B,data/000510/000510.sysml,data/000510/000510.txt,3,58.5,73.5,47.5,39.6,61.4,80.2,Simulation-Ready,97.5,64.2,72.0,90.0,82.6,100.0%,74.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
511,sysml_model_0511,medical,agent,B,data/000511/000511.sysml,data/000511/000511.txt,4,70.1,87.4,54.4,50.8,74.8,95.1,SENTINEL-Ready,100.0,93.1,89.5,100.0,94.8,100.0%,88.8,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
512,sysml_model_0512,aerospace,agent,A,data/000512/000512.sysml,data/000512/000512.txt,4,68.2,80.9,63,40.8,73.1,92.4,SENTINEL-Ready,100.0,94.8,82.6,99.8,81.0,99.2%,86.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
513,sysml_model_0513,medical,agent,B,data/000513/000513.sysml,data/000513/000513.txt,3,58.8,73.6,38.5,53.2,63.6,97.5,SENTINEL-Ready,100.0,96.8,93.3,100.0,99.3,100.0%,87.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
514,sysml_model_0514,medical,agent,A,data/000514/000514.sysml,data/000514/000514.txt,3,57.7,77.9,44.6,32.6,59.3,85.8,SENTINEL-Ready,100.0,77.0,81.3,86.0,83.2,99.7%,78.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
